"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station"
"5449","5449","Main St @ Wigglesworth St",,"42.419937","-71.066124",,,,
"545","545","Morton St @ Canterbury St",,"42.293171","-71.096321",,,,
"5450","5450","Eagle St @ Lexington St",,"42.381371","-71.027725",,,,
"5451","5451","Main St @ Cross St",,"42.418785","-71.065521",,,,
"5452","5452","Main St @ Wilson Ave",,"42.420525","-71.066376",,,,
"5453","5453","Main St @ Newhall St",,"42.421761","-71.067108",,,,
"5454","5454","Main St @ Eastern Ave",,"42.423134","-71.067207",,,,
"5457","5457","Salem St opp Sprague St",,"42.427666","-71.064713",,,,
"5459","5459","Salem St @ Richardson St",,"42.429249","-71.061409",,,,
"546","546","Morton St @ Shattuck Hospital",,"42.298756","-71.102066",,,,
"5460","5460","Salem St @ Salem Pl",,"42.430119","-71.059669",,,,
"5461","5461","Salem St @ Harding Ave",,"42.430729","-71.058289",,,,
"54618","54618","Washington St @ Lenox St",,"42.18203","-71.203278",,,,
"5462","5462","Salem St @ Cross St",,"42.431053","-71.054886",,,,
"5463","5463","Salem St @ Dell St",,"42.431332","-71.052452",,,,
"5464","5464","Salem St @ Branch St",,"42.431877","-71.049789",,,,
"5465","5465","Salem St @ Webster St",,"42.432465","-71.048607",,,,
"54651","54651","627 Salem St",,"42.43306","-71.047264",,,,
"5466","5466","Lebanon St @ Salem St",,"42.433666","-71.046005",,,,
"5467","5467","Lebanon St @ Granite St",,"42.435024","-71.045403",,,,
"5468","5468","Lebanon St @ Valley St",,"42.437393","-71.046974",,,,
"5469","5469","Lebanon St @ Marshall Ave",,"42.44001","-71.048592",,,,
"547","547","500 Arborway",,"42.301071","-71.10714",,,,
"5471","5471","Lebanon St @ Swains Pond Ave",,"42.441559","-71.04911",,,,
"5472","5472","Lebanon St Loop",,"42.442108","-71.048965",,,,
"5473","5473","Eastern Ave @ Lynn St",,"42.431625","-71.026421",,,,
"5474","5474","Eastern Ave @ Clapp St",,"42.431274","-71.028976",,,,
"5475","5475","1388 Eastern Ave opp Bellvale St",,"42.431137","-71.030991",,,,
"5476","5476","1332 Eastern Ave opp Prentiss St",,"42.43103","-71.032623",,,,
"5477","5477","1236 Eastern Ave",,"42.430614","-71.037628",,,,
"5478","5478","Broadway @ Eastern Ave",,"42.43013","-71.040329",,,,
"5480","5480","Broadway @ Sheafe St",,"42.427811","-71.041176",,,,
"5481","5481","Broadway @ Broadway Plaza",,"42.424877","-71.042282",,,,
"5482","5482","990 Broadway opp Grover St",,"42.42347","-71.042809",,,,
"5483","5483","Broadway @ Shute St",,"42.421783","-71.043434",,,,
"5484","5484","Broadway @ Cameron St",,"42.420212","-71.04406",,,,
"5485","5485","Broadway @ Kenwood Rd",,"42.418583","-71.045364",,,,
"5486","5486","Broadway @ Edith Ave",,"42.417358","-71.046425",,,,
"5487","5487","Broadway @ Marie Ave",,"42.41626","-71.04734",,,,
"5488","5488","Broadway @ Ferry St",,"42.415234","-71.048187",,,,
"5489","5489","Broadway @ Waverly Ave",,"42.413849","-71.049347",,,,
"549","549","Geneva Ave @ Columbia Rd",,"42.305893","-71.07814",,,,
"5490","5490","Broadway @ Raymond St",,"42.413307","-71.049835",,,,
"5492","5492","Broadway @ Hancock St",,"42.410896","-71.05201",,,,
"5493","5493","Broadway @ Pleasant St",,"42.40958","-71.053253",,,,
"5494","5494","Broadway @ Webster St",,"42.408585","-71.054169",,,,
"5495","5495","Broadway @ Church St",,"42.40797","-71.054733",,,,
"5496","5496","Broadway @ Norwood St",,"42.406994","-71.055679",,,,
"5497","5497","Broadway @ Bowdoin St",,"42.399834","-71.062332",,,,
"5498","5498","Broadway opp Beacham St",,"42.398285","-71.063751",,,,
"5499","5499","Broadway opp Thorndike St",,"42.396961","-71.065002",,,,
"55","55","Washington St @ Massachusetts Ave",,"42.336361","-71.077217",,,,
"550","550","Opp 198 Geneva Ave",,"42.305084","-71.076607",,,,
"5500","5500","Broadway @ Horizon Way",,"42.395008","-71.066727",,,,
"5501","5501","Opp 173 Alford St",,"42.392418","-71.069107",,,,
"55011","55011","Alford St @ MWRA Pump Station",,"42.391022","-71.070229",,,,
"55012","55012","Alford St @ MBTA Charlestown Garage",,"42.386902","-71.072884",,,,
"5502","5502","Alford St @ West St",,"42.385792","-71.073448",,,,
"5504","5504","Alford St @ Main St",,"42.386021","-71.072456",,,,
"5505","5505","173 Alford St",,"42.392326","-71.068779",,,,
"5506","5506","Broadway @ Dexter St",,"42.394295","-71.067207",,,,
"5507","5507","Broadway @ Thorndike St",,"42.396816","-71.06498",,,,
"5508","5508","Broadway @ Langdon St",,"42.398888","-71.063011",,,,
"5509","5509","Broadway St @ Bartlett St",,"42.400398","-71.0616",,,,
"551","551","Geneva Ave opp Olney St",,"42.304874","-71.074295",,,,
"5510","5510","Broadway @ Mansfield St",,"42.407768","-71.054756",,,,
"5511","5511","Broadway @ Summer St",,"42.408825","-71.053787",,,,
"5513","5513","Broadway @ High St",,"42.410534","-71.052193",,,,
"5514","5514","Broadway @ Lexington St",,"42.411919","-71.050919",,,,
"5515","5515","Broadway @ Gledhill  St",,"42.416866","-71.046684",,,,
"5517","5517","Broadway @ Reed Ave",,"42.413414","-71.04953",,,,
"5518","5518","Broadway @ Ferry St",,"42.414886","-71.048317",,,,
"5519","5519","Broadway @ Coburn Terr",,"42.416054","-71.047356",,,,
"552","552","Geneva Ave @ Bowdoin St",,"42.303421","-71.071564",,,,
"5520","5520","Broadway @ Summit Ave",,"42.418194","-71.045563",,,,
"5521","5521","Broadway @ Lynn St",,"42.419693","-71.044258",,,,
"5522","5522","Broadway @ Shute St",,"42.421818","-71.043297",,,,
"5523","5523","Broadway @ Estes St",,"42.423103","-71.042816",,,,
"5524","5524","53 Broadway",,"42.424679","-71.042229",,,,
"5525","5525","Broadway opp Sheafe St",,"42.427608","-71.041122",,,,
"5526","5526","170 Broadway",,"42.429092","-71.040565",,,,
"5527","5527","Eastern Ave @ Broadway",,"42.430214","-71.040001",,,,
"5528","5528","Opp 1236 Eastern Ave",,"42.430523","-71.037613",,,,
"5529","5529","Eastern Ave @ Prentiss St",,"42.430943","-71.032539",,,,
"553","553","Geneva Ave @ Holiday St",,"42.302292","-71.069672",,,,
"5530","5530","Eastern Ave @ Bellvale St",,"42.431046","-71.030899",,,,
"5531","5531","Eastern Ave @ Cleveland St",,"42.431202","-71.028748",,,,
"5532","5532","Eastern Ave @ Lynn St",,"42.431511","-71.02655",,,,
"5537","5537","Park Ave @ Busway Entrance",,"42.410583","-71.014565",,,,
"5538","5538","Park Ave @ Allston St",,"42.411198","-71.016754",,,,
"5539","5539","Park Ave @ Cambridge St",,"42.411667","-71.01844",,,,
"554","554","Geneva Ave @ Westville St",,"42.301075","-71.067612",,,,
"5540","5540","Park Ave @ Essex St",,"42.412136","-71.020157",,,,
"5541","5541","Park Ave @ Genesee St",,"42.412663","-71.022072",,,,
"5542","5542","Park Ave @ Irving St",,"42.413017","-71.023376",,,,
"5543","5543","Park Ave @ Lambert St",,"42.41394","-71.026695",,,,
"5544","5544","633 Park Ave",,"42.414532","-71.028854",,,,
"5546","5546","Park Ave @ McLeavey St",,"42.41502","-71.030609",,,,
"5547","5547","Elm St opp Haskell Ave",,"42.415684","-71.033134",,,,
"5549","5549","Elm St @ Woodlawn Ave",,"42.415432","-71.034233",,,,
"555","555","Geneva Ave @ Dakota St",,"42.300335","-71.06636",,,,
"5550","5550","Elm St @ Adams Ave",,"42.414001","-71.037041",,,,
"5552","5552","Elm St @ Jefferson Ave",,"42.413555","-71.039642",,,,
"5553","5553","Elm St opp Woodlawn St",,"42.413338","-71.042152",,,,
"5554","5554","Elm St @ Ferry St",,"42.412498","-71.045609",,,,
"5555","5555","Ferry St @ Chestnut St",,"42.409958","-71.045746",,,,
"5556","5556","Ferry St @ Arlington St",,"42.408493","-71.046211",,,,
"5557","5557","Ferry St @ Orange St",,"42.405838","-71.047432",,,,
"5558","5558","Ferry St @ Chelsea St",,"42.404182","-71.048218",,,,
"5559","5559","Broadway opp Second St",,"42.405544","-71.056976",,,,
"556","556","Geneva Ave @ Tonawanda St",,"42.299473","-71.064888",,,,
"5560","5560","Broadway @ Gladstone St",,"42.403866","-71.058533",,,,
"55600","55600","Fields Corner Sta @ Geneva Ave",,"42.299023","-71.063789",,,,
"5561","5561","Santilli Circle",,"42.402828","-71.067635",,,,
"55618","55618","930 Washington St opp Walnut Ave",,"42.184612","-71.203201",,,,
"5562","5562","Broadway @ Cushman Ave",,"42.41481","-71.009399",,,,
"5563","5563","Santilli Circle",,"42.402679","-71.067543",,,,
"55631","55631","Gateway Center opp. Texas Roadhouse",,"42.399818","-71.070618",,,,
"55632","55632","Gateway Center @ Target",,"42.398945","-71.070053",,,,
"55633","55633","Gateway Center on Exit Road",,"42.401638","-71.070213",,,,
"5565","5565","Broadway @ Gladstone St",,"42.403862","-71.05838",,,,
"5566","5566","Ferry St @ Union St",,"42.406029","-71.047211",,,,
"5567","5567","Ferry St @ Nichols St",,"42.408291","-71.046165",,,,
"5568","5568","Ferry St @ Cherry St",,"42.409817","-71.045647",,,,
"5569","5569","Ferry St @ Clarence St",,"42.411732","-71.045593",,,,
"557","557","452 Geneva Ave opp Bloomfield St",,"42.299877","-71.065376",,,,
"5570","5570","Elm St @ Glendale Pk",,"42.412739","-71.04483",,,,
"5571","5571","Elm St @ Woodlawn St",,"42.413296","-71.042419",,,,
"5572","5572","Elm St @ Jefferson Ave",,"42.413425","-71.039864",,,,
"5574","5574","Elm St @ Englewood Ave",,"42.414013","-71.036736",,,,
"5575","5575","Elm St @ Duncan Rd",,"42.414742","-71.035599",,,,
"5576","5576","289 Elm St",,"42.415127","-71.034798",,,,
"5577","5577","Elm St @ Haskell Ave",,"42.415588","-71.033104",,,,
"5578","5578","682 Park Ave opp McCleavey St",,"42.414909","-71.030579",,,,
"5579","5579","618 Park Ave",,"42.414364","-71.028618",,,,
"558","558","Geneva Ave @ Westville St",,"42.300926","-71.067154",,,,
"5580","5580","Park Ave @ Dale St",,"42.413509","-71.02552",,,,
"5581","5581","Park Ave @ S Irving St",,"42.412994","-71.023643",,,,
"5582","5582","290 Park Ave opp Essex St",,"42.412113","-71.020432",,,,
"5583","5583","Park Ave @ S Cambridge St",,"42.411644","-71.018715",,,,
"5585","5585","40 Park Ave",,"42.410236","-71.013618",,,,
"5586","5586","Broadway @ Park Ave",,"42.410664","-71.012306",,,,
"55867","55867","Border St opp Liberty Plaza Shopping Center",,"42.375065","-71.039726",,,,
"5587","5587","60 Woodlawn Ave",,"42.413223","-71.033035",,,,
"5588","5588","Woodlawn Ave @ Washington Ave",,"42.412338","-71.031517",,,,
"5589","5589","Washington Ave @ Prospect Ave",,"42.411201","-71.031403",,,,
"559","559","Geneva Ave @ Topliff St",,"42.301182","-71.067589",,,,
"5590","5590","Washington Ave @ Annese Rd",,"42.409714","-71.030197",,,,
"5591","5591","Garfield Ave @ Exeter St",,"42.407368","-71.029541",,,,
"5592","5592","78 Garfield Ave opp Clyde St",,"42.406258","-71.029564",,,,
"5593","5593","Sagamore Ave @ Jones Ave",,"42.405308","-71.030579",,,,
"5594","5594","Sagamore Ave @ Murray St",,"42.405014","-71.033089",,,,
"5595","5595","Sagamore Ave @ Washington Ave",,"42.404724","-71.035561",,,,
"5596","5596","Washington Ave @ Revere Beach Pkwy",,"42.403957","-71.035995",,,,
"5597","5597","Washington Ave @ Reynolds Ave",,"42.403053","-71.036278",,,,
"5598","5598","296 Washington Ave opp Jefferson Ave",,"42.402027","-71.0354",,,,
"5599","5599","Washington Ave @ Carmel St",,"42.400402","-71.03347",,,,
"56","56","Southampton St @ Atkinson St",,"42.33197","-71.069267",,,,
"560","560","Geneva Ave @ Holiday St",,"42.302246","-71.069382",,,,
"5600","5600","Washington Ave @ Spruce St",,"42.399426","-71.032318",,,,
"5601","5601","Washington Ave @ Cary Ave",,"42.398033","-71.030991",,,,
"5602","5602","Washington Ave @ Bloomingdale St",,"42.3974","-71.031349",,,,
"5603","5603","Washington Ave @ Heard St",,"42.395576","-71.032913",,,,
"5604","5604","Sixth St @ Washington Ave",,"42.394432","-71.033623",,,,
"5605","5605","Washington Ave @ Broadway",,"42.392841","-71.034134",,,,
"5606","5606","Broadway @ Fourth St",,"42.391796","-71.035912",,,,
"5607","5607","Third St @ Chestnut St",,"42.391655","-71.038399",,,,
"5609","5609","Washington Ave @ Chestnut St",,"42.394283","-71.033615",,,,
"561","561","Geneva Ave @ Levant St",,"42.303036","-71.070724",,,,
"5611","5611","Beacon St @ Broadway",,"42.388714","-71.042267",,,,
"5612","5612","Park St @ Williams St",,"42.388996","-71.040604",,,,
"5613","5613","Park St @ Cross St",,"42.389702","-71.03775",,,,
"5614","5614","Park St @ Hawthorne St",,"42.390263","-71.035553",,,,
"5615","5615","Hawthorne St @ Broadway",,"42.392517","-71.034126",,,,
"5617","5617","Broadway @ Shurtleff St",,"42.393368","-71.032967",,,,
"56170","56170","City Hall @ Broadway",,"42.393967","-71.032845",,,,
"5618","5618","Washington Ave @ Crescent Ave",,"42.395786","-71.032639",,,,
"5619","5619","125 Washington Ave opp Orange St",,"42.396809","-71.0317",,,,
"562","562","Geneva Ave @ Bowdoin St",,"42.303532","-71.071548",,,,
"5620","5620","Washington Ave @ Cary Ave",,"42.398056","-71.030838",,,,
"5621","5621","Washington Ave @ Spruce St",,"42.399345","-71.032059",,,,
"5623","5623","Washington Ave opp Carmel St",,"42.400688","-71.033638",,,,
"5624","5624","Washington Ave @ Jefferson Ave",,"42.402065","-71.035225",,,,
"5625","5625","325 Washington Ave",,"42.403103","-71.03614",,,,
"5626","5626","Sagamore Ave @ Washington Ave",,"42.404648","-71.035309",,,,
"5627","5627","Sagamore Ave @ Murray St",,"42.404934","-71.03299",,,,
"5628","5628","Sagamore Ave @ Garfield Ave",,"42.405285","-71.029991",,,,
"5629","5629","Garfield Ave @ Clyde St",,"42.406284","-71.029419",,,,
"563","563","Geneva Ave @ Olney St",,"42.304878","-71.073853",,,,
"5630","5630","137 Garfield Ave opp Bell St",,"42.407993","-71.02951",,,,
"5631","5631","Garfield Ave @ Fenno St",,"42.409325","-71.029915",,,,
"5632","5632","Washington Ave @ Columbus St",,"42.411243","-71.031288",,,,
"5633","5633","Washington Ave @ Prospect Ave",,"42.412239","-71.031311",,,,
"5634","5634","Washington Ave @ Arnold St",,"42.414383","-71.031868",,,,
"5635","5635","Meridian St @ Condor St",,"42.382507","-71.039246",,,,
"5636","5636","Washington Ave @ Park Ave",,"42.415398","-71.032394",,,,
"5637","5637","Chelsea St @ Victoria St",,"42.406399","-71.054382",,,,
"5638","5638","Chelsea St @ Spring St",,"42.40517","-71.051941",,,,
"5639","5639","137 Chelsea St opp Mead St",,"42.404457","-71.049896",,,,
"564","564","198 Geneva Ave",,"42.305195","-71.076653",,,,
"5640","5640","Chelsea St @ S Ferry St",,"42.404068","-71.04834",,,,
"5642","5642","221 Chelsea St",,"42.403088","-71.046631",,,,
"5643","5643","271 Chelsea St opp Luke Rd",,"42.402798","-71.044174",,,,
"56434","56434","Cummins Hwy @ Rugby Rd",,"42.270847","-71.103264",,,,
"5644","5644","Chelsea St opp Frances St",,"42.402775","-71.043327",,,,
"56459","56459","Cummins Hwy @ Alabama St",,"42.271801","-71.106331",,,,
"5646","5646","Everett Ave @ Carter St",,"42.399204","-71.040817",,,,
"5647","5647","Everett Ave @ Vale St",,"42.397285","-71.040222",,,,
"56479","56479","Hyde Park Ave @ Eldridge Rd",,"42.292343","-71.117622",,,,
"5648","5648","Spruce St @ Everett Ave",,"42.395054","-71.039986",,,,
"56495","56495","Hyde Park Ave opp Mt Hope St",,"42.285027","-71.119003",,,,
"565","565","Geneva Ave @ Columbia Rd",,"42.306","-71.078117",,,,
"5650","5650","Arlington St @ Fifth St",,"42.394714","-71.036278",,,,
"56500","56500","650 American Legion Hwy",,"42.284752","-71.111336",,,,
"5651","5651","Sixth St @ Walnut St",,"42.395012","-71.034256",,,,
"5653","5653","Broadway opp Cross St",,"42.390549","-71.038147",,,,
"5654","5654","Central Ave @ Shawmut St",,"42.389858","-71.033676",,,,
"5656","5656","89 Central Ave",,"42.389435","-71.032112",,,,
"56567","56567","1532 Hyde Park Ave opp Reservation Rd",,"42.246094","-71.128868",,,,
"5657","5657","Central Ave @ Highland Ave",,"42.388931","-71.030251",,,,
"5658","5658","Central Ave @ Willow St",,"42.388268","-71.02681",,,,
"5659","5659","245 Central Ave",,"42.387688","-71.023773",,,,
"566","566","Geneva Ave @ Columbia Rd",,"42.306278","-71.078506",,,,
"56618","56618","Washington St @ East Hoyle St",,"42.18758","-71.202797",,,,
"5664","5664","Bennington St @ Bremen St",,"42.379353","-71.026894",,,,
"56641","56641","E Eagle St @ Chelsea St",,"42.380318","-71.026726",,,,
"5665","5665","Bennington St @ Neptune Rd",,"42.379967","-71.025215",,,,
"5666","5666","Wood Island Station Busway",,"42.3796403","-71.02286539",,,,"place-wimnl"
"567","567","Geneva Ave @ Jeremiah Burke High School",,"42.307224","-71.079803",,,,
"5670","5670","Chelsea St opp Curtis St",,"42.383995","-71.022682",,,,
"5673","5673","Central Ave @ Chelsea Garage",,"42.387787","-71.023819",,,,
"56734","56734","O'Callaghan Way opp Osborne St",,"42.470119","-70.986748",,,,
"5674","5674","Central Ave @ Willow St",,"42.388371","-71.026855",,,,
"5675","5675","Central Ave @ Highland St",,"42.389034","-71.030251",,,,
"5676","5676","Central Ave @ Lynn St",,"42.389542","-71.032135",,,,
"5678","5678","Central Ave @ Shawmut St",,"42.390244","-71.034676",,,,
"5679","5679","Chelsea St @ Eagle Sq",,"42.381405","-71.025505",,,,
"568","568","Geneva Ave @ Blue Hill Ave",,"42.308693","-71.082802",,,,
"5682","5682","Everett Ave @ Arlington St",,"42.393414","-71.039001",,,,
"5683","5683","Everett Ave @ Fourth St",,"42.394821","-71.039368",,,,
"5684","5684","Everett Ave @ Maple St",,"42.397255","-71.040085",,,,
"5685","5685","Everett Ave @ Carter St",,"42.398952","-71.040588",,,,
"5687","5687","Chelsea St @ Malden St",,"42.402878","-71.042679",,,,
"5688","5688","Chelsea St @ Luke Rd",,"42.402874","-71.043922",,,,
"5689","5689","Chelsea St @ Irving St",,"42.403156","-71.046371",,,,
"569","569","Dorchester Ave @ Valley Rd",,"42.278091","-71.066505",,,,
"5691","5691","Chelsea St @ Mead St",,"42.404564","-71.049927",,,,
"5692","5692","Chelsea St @ Edmester Ct",,"42.405281","-71.051949",,,,
"5693","5693","Chelsea St @ Plumer St",,"42.40601","-71.05349",,,,
"5695","5695","Broadway @ Everett Sq",,"42.406792","-71.055702",,,,
"57","57","Massachusetts Ave @ Albany St",,"42.333824","-71.07354",,,,
"570","570","Dorchester Ave @ St Gregory St",,"42.275593","-71.06723",,,,
"5700","5700","Revere St @ Bellevue Ave",,"42.418667","-70.992729",,,,
"5701","5701","Revere St @ Bosson St",,"42.418575","-70.995972",,,,
"5702","5702","Revere St @ Elmwood St",,"42.418518","-70.998001",,,,
"5703","5703","Revere St @ Temple St",,"42.418461","-70.999596",,,,
"5704","5704","Revere St @ Breed St",,"42.417446","-71.00074",,,,
"5708","5708","Revere St @ Oxford Pk",,"42.416702","-71.005775",,,,
"5709","5709","Revere St @ Broadway",,"42.416767","-71.007782",,,,
"571","571","Dorchester Ave @ Washington St",,"42.272301","-71.068077",,,,
"5711","5711","570 Broadway @ Elmwood Ave",,"42.413517","-71.010216",,,,
"5713","5713","Broadway opp Central Ave",,"42.410793","-71.011971",,,,
"5714","5714","Broadway @ Yeamans St",,"42.408272","-71.013573",,,,
"5715","5715","Broadway @ Prospect Ave",,"42.407139","-71.014252",,,,
"5716","5716","Broadway @ Page St",,"42.404991","-71.016319",,,,
"5717","5717","Broadway @ Revere Beach Pkwy",,"42.404125","-71.017334",,,,
"5718","5718","Broadway @ Cabot St",,"42.402054","-71.019699",,,,
"5719","5719","Broadway @ Stockton St",,"42.400898","-71.021034",,,,
"572","572","River St @ Washington St",,"42.272457","-71.069565",,,,
"5720","5720","Broadway @ Webster Ave",,"42.399754","-71.022331",,,,
"5721","5721","Broadway @ Green St",,"42.398746","-71.023666",,,,
"5722","5722","Broadway @ Eleanor St",,"42.397831","-71.025261",,,,
"5723","5723","Broadway @ Parker St",,"42.396931","-71.026863",,,,
"5724","5724","Broadway @ Cary Ave",,"42.396027","-71.028442",,,,
"5725","5725","Broadway @ Crescent Ave",,"42.395378","-71.029579",,,,
"5726","5726","Broadway opp Gerrish Ave",,"42.394577","-71.030991",,,,
"5728","5728","Pearl St opp Essex St",,"42.389526","-71.03772",,,,
"5729","5729","Pearl St @ Williams St",,"42.387978","-71.038734",,,,
"573","573","River St @ Temple St",,"42.271893","-71.072014",,,,
"5730","5730","Meridian St @ Condor St",,"42.382687","-71.039375",,,,
"5731","5731","Meridian St @ W Eagle St",,"42.381424","-71.039345",,,,
"5732","5732","Meridian St @ White St",,"42.380386","-71.039314",,,,
"5733","5733","Meridian St @ Eutaw St",,"42.378716","-71.039284",,,,
"5734","5734","Meridian St @ Lexington St",,"42.377186","-71.039238",,,,
"5735","5735","Meridian St @ Saratoga St",,"42.374969","-71.039177",,,,
"5736","5736","Meridian St @ London St",,"42.373379","-71.039124",,,,
"5737","5737","Meridian St @ Havre St",,"42.372322","-71.039101",,,,
"5738","5738","Meridian St @ Paris St",,"42.371254","-71.03907",,,,
"574","574","River St @ Cedar St",,"42.2714","-71.074867",,,,
"5740","5740","Maverick Station",,"42.36911856","-71.03952958",,,,"place-mvbcl"
"57400","57400","Maverick Station",,"42.36911856","-71.03952958",,,,"place-mvbcl"
"5741","5741","Meridian St @ Paris St",,"42.371593","-71.03894",,,,
"5742","5742","Meridian St @ Havre St",,"42.372501","-71.038956",,,,
"57421","57421","Meridian St @ Liverpool St",,"42.373974","-71.038986",,,,
"5743","5743","Meridian St @ Saratoga St",,"42.37571","-71.039032",,,,
"5744","5744","Meridian St @ Lexington St",,"42.377247","-71.039108",,,,
"57441","57441","Lexington St @ Meridian St",,"42.377125","-71.038956",,,,
"5745","5745","Meridian St @ Eutaw St",,"42.378536","-71.039154",,,,
"5746","5746","Meridian St @ White St",,"42.380444","-71.039185",,,,
"5747","5747","Meridian St @ Falcon St",,"42.38187","-71.039238",,,,
"5748","5748","Pearl St @ Marginal St",,"42.387939","-71.038574",,,,
"5749","5749","Pearl St @ Essex St",,"42.389439","-71.037621",,,,
"575","575","River St @ Standard St",,"42.27174","-71.078392",,,,
"5750","5750","Broadway @ Gerrish Ave",,"42.394394","-71.031113",,,,
"5751","5751","Broadway @ Crescent Ave",,"42.395195","-71.029701",,,,
"5752","5752","Broadway @ Parker St",,"42.396748","-71.026978",,,,
"5753","5753","Broadway @ Eleanor St",,"42.397644","-71.025368",,,,
"5754","5754","Broadway @ Green St",,"42.398643","-71.023636",,,,
"5755","5755","Broadway @ Webster Ave",,"42.399559","-71.022392",,,,
"5756","5756","Broadway @ Stockton St",,"42.4007","-71.021095",,,,
"5757","5757","Broadway @ Cabot St",,"42.401855","-71.019775",,,,
"5758","5758","Broadway @ Revere Beach Pkwy",,"42.404202","-71.017075",,,,
"5759","5759","Broadway @ Taft St",,"42.40498","-71.016174",,,,
"576","576","River St opp Duxbury Rd",,"42.271404","-71.08078",,,,
"5760","5760","Broadway @ Beach St",,"42.406376","-71.014572",,,,
"5761","5761","Broadway @ Pleasant St",,"42.408443","-71.01329",,,,
"57618","57618","Washington St @ Norwood Hospital",,"42.189514","-71.202576",,,,
"5763","5763","Broadway opp Fernwood Ave",,"42.411045","-71.011627",,,,
"5764","5764","Broadway @ Mountain Ave",,"42.411884","-71.011093",,,,
"5765","5765","Broadway opp Elmwood Ave",,"42.413555","-71.009979",,,,
"5767","5767","Revere St @ Broadway",,"42.416668","-71.007721",,,,
"5768","5768","Revere St @ Lee St",,"42.416595","-71.005722",,,,
"5769","5769","Revere St @ Pomona St",,"42.416523","-71.004021",,,,
"577","577","River St opp Leahaven Rd",,"42.271351","-71.082413",,,,
"5770","5770","Revere St @ Stowers St",,"42.416454","-71.001755",,,,
"5771","5771","235 Revere St opp Breed St",,"42.417465","-71.000587",,,,
"5772","5772","Revere St @ Waite St",,"42.418373","-70.999504",,,,
"5773","5773","Revere St @ Roosevelt St",,"42.41848","-70.996094",,,,
"5774","5774","Revere St @ Sagamore St",,"42.418568","-70.993034",,,,
"5775","5775","Revere St @ N Shore Rd",,"42.418625","-70.991272",,,,
"5776","5776","Ocean Ave @ Revere St",,"42.418606","-70.988029",,,,
"5779","5779","376 Ocean Ave",,"42.409977","-70.991577",,,,
"578","578","River St @ Newcroft Circle",,"42.271152","-71.084457",,,,
"5780","5780","Ocean Ave @ Beach St",,"42.408607","-70.99192",,,,
"5781","5781","Beach St @ N Shore Rd",,"42.408604","-70.993408",,,,
"5783","5783","Beach St @ Walnut Ave",,"42.409298","-70.99678",,,,
"5784","5784","Beach St @ VFW Pkwy",,"42.410007","-70.998886",,,,
"5786","5786","Beach St @ Harris St",,"42.409084","-71.003662",,,,
"5788","5788","Beach St @ School St",,"42.408905","-71.008614",,,,
"5789","5789","Central Ave @ Broadway",,"42.410381","-71.011971",,,,
"579","579","River St @ Gladeside Ave",,"42.270226","-71.08783",,,,
"5790","5790","49 Central Ave",,"42.409607","-71.010468",,,,
"5791","5791","Central Ave @ Beach St",,"42.408878","-71.008881",,,,
"5792","5792","Beach St @ Eustis St",,"42.409229","-71.006775",,,,
"5793","5793","341 Beach St opp Thurlow Ave",,"42.409199","-71.004898",,,,
"5794","5794","Beach St @ Harris St - Bell Circle",,"42.408993","-71.003578",,,,
"5796","5796","Beach St @ Thornton St",,"42.409531","-70.997711",,,,
"5797","5797","Beach St @ Walnut Ave",,"42.409191","-70.996758",,,,
"57971","57971","Beach St @ Nahant Ave",,"42.408726","-70.995506",,,,
"58","58","Masachusettss Ave @ Harrison Ave",,"42.334949","-71.074928",,,,
"580","580","River St @ Fremont St",,"42.270027","-71.090012",,,,
"5801","5801","Beach St @ Broadway",,"42.406372","-71.014374",,,,
"5802","5802","Beach St @ Mill St",,"42.406124","-71.011536",,,,
"5803","5803","Winthrop Ave @ Beach St",,"42.407093","-71.010254",,,,
"5804","5804","Winthrop Ave @ Victoria St",,"42.406044","-71.00766",,,,
"5805","5805","Winthrop Ave @ Revere Beach Pkway",,"42.405239","-71.005493",,,,
"5806","5806","Revere Beach Pkwy @ Green St",,"42.403873","-71.002151",,,,
"5807","5807","Revere Beach Pkwy @ Pratt St",,"42.403526","-71.001633",,,,
"5808","5808","Revere Beach Pkwy opp N Shore Rd",,"42.400921","-70.997658",,,,
"5809","5809","560 Winthrop Ave",,"42.400314","-70.996696",,,,
"5810","5810","Winthrop Ave @ Beachmont Station",,"42.39754234","-70.99231944",,,,"place-bmmnl"
"5811","5811","Crescent Ave @ Winthrop Ave",,"42.395794","-70.989197",,,,
"5812","5812","Crescent Ave @ Webster St",,"42.39407","-70.986687",,,,
"5813","5813","Crescent Ave @ Summer St",,"42.393547","-70.984993",,,,
"5814","5814","Crescent Ave @ Winthrop Pkwy",,"42.393353","-70.982162",,,,
"5815","5815","Endicott Ave opp Bradstreet Ave",,"42.394623","-70.982437",,,,
"5816","5816","200 Endicott Ave",,"42.395962","-70.983429",,,,
"5817","5817","Endicott Ave @ Leverett Ave",,"42.39843","-70.987923",,,,
"5818","5818","Endicott Ave @ Atlantic Ave",,"42.399025","-70.990631",,,,
"5819","5819","Winthrop Ave @ Beachmont Station",,"42.39754234","-70.99231944",,,,"place-bmmnl"
"5820","5820","209 Revere Beach Pkwy",,"42.400555","-70.996529",,,,
"5821","5821","Revere Beach Pkwy @ Campbell Ave",,"42.401646","-70.998558",,,,
