"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station"
"21835","21835","Chestnut Hill Ave @ Eliot St",,"42.326893","-71.143257",,,,
"21839","21839","Corey St @ Marlin Rd",,"42.294327","-71.164833",,,,
"2184","2184","Concord Ave @ Moulton St",,"42.389706","-71.148277",,,,
"2185","2185","Concord Ave @ Smith Pl",,"42.390114","-71.150505",,,,
"2186","2186","Concord Ave @ Spinelli Pl",,"42.390564","-71.153877",,,,
"2187","2187","799 Concord Ave",,"42.390942","-71.156944",,,,
"2188","2188","Blanchard Rd @ Glen Rd",,"42.388821","-71.157433",,,,
"2189","2189","Bright Rd @ Washington St",,"42.386639","-71.161011",,,,
"2190","2190","Bright Rd @ Glen Rd",,"42.389034","-71.160995",,,,
"2191","2191","Concord Ave @ Trowbridge St",,"42.391781","-71.161201",,,,
"21916","21916","Grove St @ Bellingham St",,"42.304222","-71.150108",,,,
"21917","21917","Chestnut Hill Ave @ Reservoir Busway",,"42.335027","-71.148952",,,,"place-rsmnl"
"2192","2192","Concord Ave opp Edgemoor Rd",,"42.392509","-71.163803",,,,
"2193","2193","Concord Ave opp Louise Rd",,"42.392975","-71.165337",,,,
"2194","2194","Concord Ave opp Orchard St",,"42.393536","-71.16729",,,,
"2195","2195","Concord Ave opp Myrtle St",,"42.394142","-71.169411",,,,
"2196","2196","Concord Ave opp Cottage St",,"42.394482","-71.170464",,,,
"2197","2197","385 Concord Ave",,"42.395149","-71.172661",,,,
"2198","2198","Concord Ave @ Leonard St - Belmont Center Sta",,"42.395828","-71.17527",,,,
"22","22","E Broadway @ H St",,"42.335457","-71.041672",,,,
"2201","2201","West Service Rd @ Cedar St",,"42.411793","-71.183708",,,,
"2202","2202","West Service Rd @ St Pauls Church",,"42.412281","-71.185112",,,,
"2203","2203","West Service Rd @ Florence Ave",,"42.414646","-71.191505",,,,
"221","221","Atlantic Ave. @ Congress St.",,"42.35379","-71.053185",,,,
"2215","2215","B St @ Seaport Blvd",,"42.3503","-71.042816",,,,
"2217","2217","454 Broadway",,"42.373447","-71.111671",,,,
"22173","22173","Amesbury St @ Vassar St",,"42.354816","-71.105194",,,,
"2218","2218","Broadway @ Ellery St",,"42.372761","-71.109863",,,,
"222","222","Atlantic Ave @ Seaport Blvd.",,"42.354897","-71.051125",,,,
"2220","2220","Broadway @ Crawford St",,"42.371601","-71.106972",,,,
"2221","2221","Broadway @ Lee St",,"42.370697","-71.104668",,,,
"2222","2222","Broadway @ Inman St",,"42.369949","-71.102783",,,,
"2223","2223","Broadway @ Inman St",,"42.370064","-71.102798",,,,
"2224","2224","Broadway @ Fayette St",,"42.370777","-71.104599",,,,
"2225","2225","Broadway @ Highland Ave",,"42.371712","-71.106979",,,,
"2226","2226","Broadway @ Ellery St",,"42.372757","-71.109589",,,,
"2227","2227","Broadway opp Trowbridge St",,"42.373302","-71.111008",,,,
"2228","2228","Broadway @ Galileo Way",,"42.364822","-71.089844",,,,
"223","223","Atlantic Ave @ Rowes Wharf",,"42.35627","-71.050667",,,,
"2231","2231","Main St @ Kendall Station - Red Line",,"42.36249079","-71.08617653",,,,"place-knncl"
"22358","22358","116 Park Ave",,"42.422997","-71.183456",,,,
"22365","22365","105 S Huntington Ave",,"42.32943","-71.111069",,,,
"224","224","Atlantic Ave @ State St-Marriot Hotel",,"42.359566","-71.051727",,,,
"225","225","Atlantic Ave @ Commercial Wharf",,"42.362144","-71.051041",,,,
"2250","2250","Massachusetts Ave @ Daniels St",,"42.424122","-71.179413",,,,
"2251","2251","Massachusetts Ave @ Appleton St",,"42.423569","-71.176262",,,,
"2252","2252","Massachusetts Ave @ Pine Ct",,"42.422794","-71.173996",,,,
"2253","2253","Massachusetts Ave @ Robbins Rd",,"42.421059","-71.171295",,,,
"2254","2254","Massachusetts Ave @ Menotomy Rd",,"42.420177","-71.169632",,,,
"22549","22549","Harvard Sq @ Garden St - Dawes Island",,"42.375301","-71.11924",,,,
"2255","2255","Massachusetts Ave @ Mt Vernon St",,"42.418877","-71.16713",,,,
"2256","2256","Massachusetts Ave @ Lockeland Ave",,"42.417294","-71.163643",,,,
"2257","2257","Massachusetts Ave @ Newman Way",,"42.416744","-71.160538",,,,
"2258","2258","Massachusetts Ave @ Academy St",,"42.416229","-71.156998",,,,
"2259","2259","Massachusetts Ave @ Library Way",,"42.415821","-71.154503",,,,
"226","226","Commercial St @ Fleet St",,"42.364082","-71.051025",,,,
"2260","2260","Massachusetts Ave @ Broadway",,"42.414272","-71.15107",,,,
"2261","2261","Massachusetts Ave @ Avon Pl",,"42.413139","-71.149643",,,,
"22618","22618","317 Washington St @ Fulton St",,"42.203594","-71.196655",,,,
"2262","2262","Massachusetts Ave @ Wyman Terr",,"42.411491","-71.148483",,,,
"22628","22628","Washington St opp Dedham Plaza",,"42.24189","-71.178421",,,,
"2263","2263","Massachusetts Ave @ Linwood St",,"42.409538","-71.14724",,,,
"2264","2264","260 Massachusetts Ave",,"42.407677","-71.144814",,,,
"2265","2265","Massachusetts Ave @ Lake St",,"42.405766","-71.142456",,,,
"2266","2266","Massachusetts Ave @ Milton St",,"42.404163","-71.140411",,,,
"22661","22661","Massachusetts Ave @ Thorndike St",,"42.402676","-71.138481",,,,
"22671","22671","Massachusetts Ave @ Lafayette St",,"42.401638","-71.137321",,,,
"2268","2268","Massachusetts Ave @ Columbus Ave",,"42.400497","-71.135315",,,,
"2269","2269","Massachusetts Ave @ Cottage Park Ave",,"42.399437","-71.133125",,,,
"2270","2270","Massachusetts Ave @ Cedar St",,"42.397896","-71.13105",,,,
"2271","2271","Massachusetts Ave @ Cameron Ave",,"42.397423","-71.130058",,,,
"2272","2272","Massachusetts Ave @ Washburn Ave",,"42.398827","-71.131737",,,,
"2273","2273","Massachusetts Ave @ Churchill Ave",,"42.399845","-71.133255",,,,
"2274","2274","Massachusetts Ave @ Gladstone St",,"42.400642","-71.135162",,,,
"2275","2275","Massachusetts Ave @ Teel St",,"42.402626","-71.138191",,,,
"22751","22751","Massachusetts Ave opp Boulevard Rd",,"42.401321","-71.136627",,,,
"2276","2276","Massachusetts Ave @ Windsor St",,"42.404121","-71.140099",,,,
"2277","2277","Massachusetts Ave opp Lake St",,"42.406067","-71.142555",,,,
"2278","2278","Massachusetts Ave @ Harlow St",,"42.408009","-71.145042",,,,
"2279","2279","Massachusetts Ave @ Foster St",,"42.409508","-71.146896",,,,
"2280","2280","Massachusetts Ave @ Palmer St",,"42.411842","-71.148483",,,,
"2281","2281","Massachusetts Ave @ Franklin St",,"42.413288","-71.149414",,,,
"22818","22818","Hyde Park Ave @ Reservation Rd",,"42.246479","-71.128708",,,,
"22819","22819","Hyde Park Ave @ Glenwood Ave",,"42.248646","-71.126945",,,,
"2282","2282","Massachusetts Ave @ Medford St",,"42.414833","-71.151367",,,,
"22820","22820","Hyde Park Ave @ Allen St",,"42.247559","-71.127808",,,,
"22821","22821","1587 Hyde Park Ave",,"42.244495","-71.129662",,,,
"2283","2283","Massachusetts Ave @ Mystic St",,"42.415672","-71.153427",,,,
"2284","2284","Massachusetts Ave @ Central St",,"42.416279","-71.156532",,,,
"2285","2285","Opp 818 Mass Ave",,"42.416756","-71.159866",,,,
"2286","2286","905 Massachusetts Ave",,"42.417831","-71.164711",,,,
"2287","2287","Massachusetts Ave @ Prentiss Rd",,"42.418987","-71.16713",,,,
"2288","2288","Massachusetts Ave @ Brattle St",,"42.420464","-71.16993",,,,
"2290","2290","1125 Massachusetts Ave opp Fessenden Rd",,"42.422215","-71.173027",,,,
"2291","2291","Massachusetts Ave opp Appleton St",,"42.423592","-71.17585",,,,
"2292","2292","Massachusetts Ave opp Daniels St",,"42.424217","-71.179489",,,,
"2293","2293","Massachusetts Ave @ Park Ave",,"42.424328","-71.1828",,,,
"2296","2296","Massachusetts Ave @ Norris St",,"42.395859","-71.128746",,,,
"2297","2297","Massachusetts Ave @ Hollis St",,"42.394341","-71.127037",,,,
"2298","2298","Massachusetts Ave @ Rindge Ave",,"42.392666","-71.125198",,,,
"2299","2299","Massachusetts Ave @ Walden St",,"42.391163","-71.123207",,,,
"23","23","E Broadway @ I St",,"42.335495","-71.040123",,,,
"230","230","Commercial St. @ Hanover St.",,"42.367191","-71.052338",,,,
"2300","2300","Massachusetts Ave opp Beech St",,"42.389912","-71.120712",,,,
"2302","2302","Massachusetts Ave @ Mt Vernon St",,"42.387249","-71.119354",,,,
"2303","2303","Massachusetts Ave @ Lancaster St",,"42.38546","-71.119514",,,,
"2304","2304","Massachusetts Ave @ Linnaean St",,"42.384705","-71.119591",,,,
"2305","2305","Massachusetts Ave @ Shepard St",,"42.381641","-71.119934",,,,
"2306","2306","Massachusetts Ave @ Chauncy St",,"42.37986","-71.120064",,,,
"2307","2307","Massachusetts Ave @ Waterhouse St",,"42.377811","-71.120285",,,,
"231","231","Commercial St. opp. Hull St.",,"42.36784","-71.057327",,,,
"2310","2310","Massachusetts Ave opp Waterhouse St",,"42.377804","-71.119942",,,,
"2311","2311","Massachusetts Ave @ Everett St",,"42.380104","-71.119705",,,,
"2312","2312","Massachusetts Ave @ Wendell St",,"42.38163","-71.119568",,,,
"2313","2313","Massachusetts Ave @ Garfield St",,"42.383675","-71.11937",,,,
"2314","2314","Massachusetts Ave @ Forest St",,"42.385254","-71.119194",,,,
"2315","2315","Massachusetts Ave @ Roseland St",,"42.386684","-71.119034",,,,
"23151","23151","Massachusetts Ave @ Porter Red Line Sta",,"42.3884","-71.119149",,,,"place-portr"
"2316","2316","Massachusetts Ave @ Davenport St",,"42.389309","-71.119804",,,,
"2317","2317","Massachusetts Ave @ Beech St",,"42.39043","-71.12104",,,,
"2318","2318","Massachusetts Ave opp Walden St",,"42.391426","-71.1231",,,,
"2319","2319","Massachusetts Ave opp Rindge Ave",,"42.392853","-71.124916",,,,
"2320","2320","Massachusetts Ave @ Dover St",,"42.394554","-71.126831",,,,
"2321","2321","Massachusetts Ave @ Woodbridge St",,"42.395653","-71.128052",,,,
"2323","2323","Park Circle @ Park Ave",,"42.415264","-71.180382",,,,
"2324","2324","Park Ave @ Wachusett Ave",,"42.413559","-71.182152",,,,
"2326","2326","East Service Rd @ Park Ave Shelter",,"42.410374","-71.181358",,,,
"2327","2327","East Service Rd @ Lamoine St",,"42.410103","-71.178932",,,,
"2328","2328","East Service Rd @ Clifton St - Pedestrian Bridge",,"42.409187","-71.174927",,,,
"2329","2329","East Service Rd @ Radcliffe Rd",,"42.408821","-71.173729",,,,
"233","233","Commercial St @ Battery St",,"42.366409","-71.051529",,,,
"2330","2330","East Service Rd @ Stairway to Radcliffe Rd",,"42.407894","-71.171295",,,,
"2331","2331","East Service Rd @ Pleasant St",,"42.405411","-71.165108",,,,
"2332","2332","Brighton St @ Pleasant St",,"42.40387","-71.166222",,,,
"2333","2333","Brighton Rd @ Cowdin St",,"42.402317","-71.164749",,,,
"2334","2334","Brighton St @ Cross St",,"42.401081","-71.163536",,,,
"2335","2335","Brighton St @ Coolidge Rd",,"42.400078","-71.162941",,,,
"2336","2336","Brighton St @ Eliot Rd",,"42.398186","-71.161156",,,,
"23365","23365","135 S Huntington Ave",,"42.328899","-71.110855",,,,
"2337","2337","Brighton St opp Village Hill Rd",,"42.396923","-71.159195",,,,
"2338","2338","Brighton St @ Hittinger St",,"42.395519","-71.158752",,,,
"2339","2339","Blanchard Rd opp Normandy Ave",,"42.392929","-71.157928",,,,
"23391","23391","Back Bay Station",,"42.34735","-71.075727",,,,"place-bbsta"
"234","234","Commercial St @ Fleet St",,"42.363937","-71.051147",,,,
"2340","2340","Blanchard Rd @ Merrill Ave",,"42.391796","-71.157578",,,,
"23402","23402","Quarry St @ Common St",,"42.250088","-71.025345",,,,
"23403","23403","270 Quarry St",,"42.248981","-71.022003",,,,
"23404","23404","150 Quarry St",,"42.246292","-71.016457",,,,
"23406","23406","Granite St @ Packards Lane",,"42.244335","-71.010231",,,,
"23407","23407","Opp 125 Granite St",,"42.246284","-71.005798",,,,
"2341","2341","Blanchard Rd opp Merrill Ave",,"42.39164","-71.157394",,,,
"2342","2342","Blanchard Rd @ Normandy Ave",,"42.393005","-71.157822",,,,
"2343","2343","Brighton St @ Flanders Rd",,"42.395489","-71.158585",,,,
"2344","2344","Brighton St @ Pond St",,"42.397366","-71.159355",,,,
"2345","2345","Brighton St opp Statler Rd",,"42.39854","-71.161674",,,,
"2346","2346","Brighton St @ Oliver Rd",,"42.400124","-71.162827",,,,
"2347","2347","Cross St @ Staunton Rd",,"42.40131","-71.162865",,,,
"2349","2349","Cross St @ GilmoreRd",,"42.403358","-71.159782",,,,
"2350","2350","Lake St @ Village Ln",,"42.403954","-71.160683",,,,
"2351","2351","Lake St opp Milton St",,"42.404564","-71.162727",,,,
"2353","2353","West Service Rd @ Venner Rd",,"42.406193","-71.163765",,,,
"23530","23530","244 Pleasant St opp Brunswick Rd",,"42.406487","-71.162735",,,,
"23531","23531","Pleasant St @ Gould Rd",,"42.408871","-71.159271",,,,
"23532","23532","Pleasant St @ Spring Valley Rd",,"42.411152","-71.158104",,,,
"23533","23533","Pleasant St @ Addison St",,"42.412914","-71.156334",,,,
"23535","23535","Pleasant St @ Oak Knoll",,"42.412754","-71.156784",,,,
"23536","23536","Pleasant St @ Irving St",,"42.411545","-71.158203",,,,
"23537","23537","Pleasant St @ Kensington St",,"42.409073","-71.159218",,,,
"23538","23538","Pleasant St @ Brunswick Rd",,"42.406681","-71.162666",,,,
"2354","2354","West Service Rd @ Highland Ave",,"42.409611","-71.174126",,,,
"2355","2355","West Service Rd @ Pedestrian Bridge",,"42.410149","-71.175919",,,,
"2356","2356","West Service Rd @ Hillcrest St",,"42.410503","-71.177307",,,,
"2357","2357","West Service Rd @ Bellington St",,"42.410908","-71.179649",,,,
"2358","2358","West Service Rd @ Park Ave",,"42.411247","-71.181557",,,,
"2359","2359","Park Ave @ Cedar Ave",,"42.412571","-71.18187",,,,
"236","236","Atlantic Ave @ State St",,"42.359539","-71.052475",,,,
"2360","2360","Park Ave opp Wachusett Ave",,"42.413834","-71.181923",,,,
"2361","2361","Park Circle @ Eastern Ave",,"42.414513","-71.179504",,,,
"23618","23618","361 Washington St @ Aldaen Pk",,"42.201599","-71.197273",,,,
"2362","2362","Medford St @ Mass Ave",,"42.415001","-71.150833",,,,
"2363","2363","Medford St @ Lewis Ave",,"42.416862","-71.147614",,,,
"2364","2364","Medford St opp Sherborn St",,"42.41766","-71.146721",,,,
"2365","2365","Medford St @ Hamlet St",,"42.418507","-71.145912",,,,
"2366","2366","Medford St opp Hayes St - Medford Line",,"42.420277","-71.144409",,,,
"2367","2367","High St @ Jerome St",,"42.42049","-71.141846",,,,
"2368","2368","High St @ Monument St",,"42.421009","-71.138771",,,,
"2369","2369","Boston Ave @ Harvard St",,"42.419785","-71.134659",,,,
"2370","2370","Boston Ave @ Holton St",,"42.418888","-71.133102",,,,
"2371","2371","Boston Ave @ Arlington St",,"42.417908","-71.131531",,,,
"2372","2372","Boston Ave @ Mystic Valley Pkwy",,"42.416435","-71.129318",,,,
"2373","2373","Boston Ave @ Stoughton St",,"42.415455","-71.127823",,,,
"2374","2374","Boston Ave @ North St",,"42.4142","-71.125938",,,,
"2375","2375","Boston Ave @ Hillsdale Rd",,"42.412876","-71.123932",,,,
"2376","2376","Boston Ave @ Winthrop St",,"42.4114","-71.121674",,,,
"2377","2377","Boston Ave @ Fairmont St",,"42.410435","-71.120125",,,,
"2378","2378","Boston Ave @ Tufts Garage",,"42.40876","-71.118126",,,,
"2379","2379","College Ave @ Boston Ave",,"42.406528","-71.11702",,,,
"238","238","Congress St @ Sleeper St",,"42.351433","-71.050262",,,,
"2380","2380","College Ave @ Professors Row",,"42.405548","-71.11747",,,,
"2381","2381","College Ave @ Powder House Sq",,"42.401653","-71.11692",,,,
"2382","2382","Medford St @ Lowell St",,"42.396442","-71.103775",,,,
"23826","23826","Main St @ Bayley Terrace",,"42.180515","-70.955307",,,,
"2383","2383","Medford St @ Partridge Ave",,"42.395233","-71.102821",,,,
"23832","23832","Main St @ Park Ave",,"42.180153","-70.955116",,,,
"2384","2384","Medford St @ Bartlett St",,"42.393932","-71.101791",,,,
"2385","2385","Medford St @ Central St",,"42.392521","-71.100693",,,,
"2386","2386","Medford St @ Sycamore St",,"42.391151","-71.099342",,,,
"2387","2387","Medford St @ Thurston St",,"42.38995","-71.098114",,,,
"2388","2388","Medford St @ School St",,"42.389153","-71.097267",,,,
"2389","2389","Pearl St @ Skilton Ave",,"42.387779","-71.094765",,,,
"2390","2390","Pearl St @ Walnut St",,"42.387337","-71.093315",,,,
"2391","2391","Pearl St @ McGrath Hwy",,"42.386597","-71.090935",,,,
"2392","2392","Cross St @ Alston St",,"42.382591","-71.090088",,,,
"23921","23921","Cross St @ Fountain Ave",,"42.383774","-71.089386",,,,
"2393","2393","Cross St @ Oliver St",,"42.384258","-71.088982",,,,
"2394","2394","Pearl St @ Cross St",,"42.38578","-71.087997",,,,
"2395","2395","Pearl St @ McGrath Hwy",,"42.386513","-71.09034",,,,
"23951","23951","Pearl St @ Wesley St",,"42.386894","-71.091576",,,,
"2396","2396","Pearl St @ Walnut St",,"42.387356","-71.09304",,,,
"2397","2397","Pearl St @ Bradley St",,"42.387833","-71.09462",,,,
"2398","2398","Medford St @ School St",,"42.389069","-71.097023",,,,
"2399","2399","Medford St @ Thurston St",,"42.390362","-71.098358",,,,
"24","24","E Broadway @ K St",,"42.335529","-71.037552",,,,
"2400","2400","Medford St @ Sycamore St",,"42.391254","-71.099281",,,,
"2401","2401","Medford St @ Central St",,"42.392616","-71.100616",,,,
"2402","2402","Medford St @ Bartlett St",,"42.394241","-71.101883",,,,
"2403","2403","Medford St @ Partridge St",,"42.395329","-71.102753",,,,
"2404","2404","Medford St @ Broadway - Magoun Sq",,"42.397106","-71.104141",,,,
"2405","2405","College Ave @ Warner St",,"42.401722","-71.116806",,,,
"2406","2406","College Ave @ Dearborn Rd",,"42.405201","-71.11731",,,,
"2407","2407","College Ave @ Boston Ave",,"42.406689","-71.116783",,,,
"2408","2408","Boston Ave @ Tufts Garage",,"42.408817","-71.118019",,,,
"2409","2409","372 Boston Ave opp Fairmount St",,"42.410542","-71.120102",,,,
"2410","2410","Boston Ave @ Winthrop St",,"42.41151","-71.121651",,,,
"2411","2411","Boston Ave @ Piggott Rd",,"42.412823","-71.123665",,,,
"2412","2412","Boston Ave @ North St",,"42.41415","-71.125671",,,,
"2413","2413","196 Boston Ave opp Stoughton St",,"42.415565","-71.127808",,,,
"2414","2414","Boston Ave @ Mystic Valley Pkwy",,"42.416546","-71.129295",,,,
"2415","2415","Boston Ave @ Arlington St",,"42.417858","-71.131264",,,,
"2416","2416","Boston Ave @ Holton St",,"42.41885","-71.132835",,,,
"2417","2417","Boston Ave @ Harvard Ave",,"42.419743","-71.134392",,,,
"2418","2418","Boston Ave @ High St",,"42.421265","-71.136986",,,,
"2419","2419","High St @ Pitcher Ave",,"42.421036","-71.139183",,,,
"242","242","Seaport Blvd @ Seaport Hotel",,"42.34956","-71.040909",,,,
"2420","2420","High St @ Mystic Valley Pkwy",,"42.420654","-71.141846",,,,
"2421","2421","Medford St @ Hayes St",,"42.420311","-71.144554",,,,
"2422","2422","Medford St @ Webcowet Rd",,"42.418503","-71.146057",,,,
"2423","2423","Medford St @ Sherborn St",,"42.417664","-71.146873",,,,
"2424","2424","Medford St opp Warren St",,"42.416504","-71.148384",,,,
"2425","2425","Rindge Ave @ Russell Field",,"42.39397","-71.138336",,,,
"2426","2426","Rindge Ave opp Clifton St",,"42.393627","-71.136024",,,,
"2427","2427","Rindge Ave opp Clay St",,"42.393494","-71.134079",,,,
"2428","2428","Rindge Ave @ Middlesex St",,"42.39333","-71.131264",,,,
"24281","24281","Rindge Ave @ Haskell St",,"42.392574","-71.127693",,,,
"2429","2429","Rindge Ave @ Pemberton St",,"42.392521","-71.125389",,,,
"2430","2430","Somerville Ave @ Massachusetts Ave",,"42.3884","-71.119149",,,,"place-portr"
"2431","2431","Somerville Ave opp Mossland St",,"42.387226","-71.116852",,,,
"2432","2432","Somerville Ave opp Elm St",,"42.385857","-71.114426",,,,
"2433","2433","Park St @ Beacon St",,"42.38036","-71.108536",,,,
"2434","2434","Opp 159 Beacon St",,"42.379402","-71.10788",,,,
"2435","2435","Beacon St @ Washington St",,"42.378132","-71.106293",,,,
"2436","2436","Beacon St @ Smith Ave",,"42.377148","-71.105103",,,,
"2437","2437","Beacon St @ Cooney St",,"42.376236","-71.103996",,,,
"2438","2438","Beacon St opp Concord Ave",,"42.374969","-71.102531",,,,
"2439","2439","Hampshire St @ Inman St",,"42.373329","-71.100456",,,,
"244","244","Summer St @ E St",,"42.345211","-71.040733",,,,
"2440","2440","Prospect St @ St Mary Rd",,"42.370544","-71.100212",,,,
"2441","2441","Prospect St @ Broadway",,"42.369404","-71.101013",,,,
"2442","2442","Prospect St @ Harvard St",,"42.368389","-71.101746",,,,
"2443","2443","Prospect St @ Bishop Allen Dr",,"42.366432","-71.103142",,,,
"2444","2444","Western Ave @ Green St",,"42.365265","-71.10524",,,,
"2446","2446","Prospect St @ Bishop Allen Dr",,"42.366394","-71.103012",,,,
"2447","2447","Prospect St @ Harvard St",,"42.368187","-71.101753",,,,
"2448","2448","Prospect St @ Broadway",,"42.369202","-71.101013",,,,
"24481","24481","Broadway @ Prospect St",,"42.36919","-71.100861",,,,
"24482","24482","Broadway @ Norfolk St",,"42.368507","-71.099136",,,,
"24483","24483","Broadway @ Columbia St",,"42.367744","-71.097198",,,,
"24484","24484","Broadway @ Windsor St",,"42.3671","-71.095558",,,,
"24485","24485","Broadway opp Hampshire St",,"42.36541","-71.091385",,,,
"24486","24486","Broadway @ Hampshire St",,"42.365536","-71.091331",,,,
"24487","24487","Broadway @ Windsor St",,"42.367207","-71.095566",,,,
"24488","24488","Broadway @ Columbia St",,"42.367851","-71.097214",,,,
"24489","24489","Broadway @ Norfolk St",,"42.368618","-71.099152",,,,
"2449","2449","Prospect St @ Gardner Rd",,"42.370758","-71.099922",,,,
"24490","24490","Broadway @ Prospect St",,"42.369251","-71.100746",,,,
"2451","2451","Hampshire St @ Cambridge St",,"42.373436","-71.100426",,,,
"2452","2452","Beacon St @ Dickinson St",,"42.374439","-71.10157",,,,
"2453","2453","45 Beacon St.",,"42.376602","-71.104263",,,,
"2454","2454","Beacon St @ Calvin St",,"42.377266","-71.10508",,,,
"2455","2455","Beacon St @ Washington St",,"42.378418","-71.106476",,,,
"2457","2457","Beacon St @ Park St",,"42.380131","-71.108582",,,,
"24581","24581","Somerville Ave @ Elm St",,"42.385967","-71.114296",,,,
"2459","2459","Somerville Ave @ Beacon Terr",,"42.387592","-71.11731",,,,
"246","246","Summer St @ Pappas Way",,"42.344166","-71.039116",,,,
"2460","2460","Somerville Ave @ White St (Porter Sq)",,"42.388535","-71.118919",,,,
"2461","2461","Rindge Ave @ Massachusetts Ave",,"42.392609","-71.125473",,,,
"24610","24610","Rindge Ave @ Hollis St",,"42.392948","-71.128815",,,,
"24618","24618","Washington St @ Granite St",,"42.199425","-71.198059",,,,
"24619","24619","Washington St @ Incinerator Rd",,"42.253891","-71.166428",,,,
"2462","2462","Rindge Ave @ Reed St",,"42.393429","-71.131424",,,,
"24621","24621","Rindge Ave @ Clay St",,"42.393585","-71.134041",,,,
"24628","24628","Washington St @ George St",,"42.198868","-71.198288",,,,
"2463","2463","Rindge Ave @ Clifton St",,"42.393791","-71.136375",,,,
"2464","2464","Wadsworth Rd @ Dow Ave",,"42.415764","-71.194244",,,,
"2465","2465","Wadsworth Rd @ Homer Rd",,"42.416412","-71.196854",,,,
"2466","2466","Appleton St @ Lublin St",,"42.417717","-71.198311",,,,
"2467","2467","Appleton St @ Homer Rd",,"42.419167","-71.195488",,,,
"2468","2468","Appleton St @ Kipling Rd",,"42.419395","-71.193268",,,,
"2469","2469","Appleton St opp Ely Rd",,"42.419964","-71.188934",,,,
"247","247","Northern Ave @ Harbor St",,"42.346634","-71.035301",,,,
"2470","2470","Wachusett Ave @ Dow Ave",,"42.41993","-71.186623",,,,
"2471","2471","Wachusett Ave @ Florence Ave",,"42.418133","-71.185715",,,,
"24716","24716","VFW Pkwy opp Wonderland Market Place",,"42.411568","-70.996414",,,,
"24717","24717","VFW Pkwy @ Wonderland Market Place",,"42.411655","-70.995407",,,,
"2472","2472","Wachusett Ave @ Oakland Ave",,"42.416172","-71.184128",,,,
"2473","2473","Wachusett Ave @ Hillside Ave",,"42.41478","-71.182953",,,,
"2475","2475","Lake St @ Pleasant St",,"42.405193","-71.164253",,,,
"2476","2476","Lake St @ Milton St",,"42.404453","-71.16275",,,,
"2477","2477","Lake St @ Albert Ave",,"42.403839","-71.16066",,,,
"2478","2478","Lake St @ Rt 2 East on Ramp",,"42.402279","-71.15773",,,,
"2479","2479","Rt 2 East @ Overpass",,"42.398827","-71.146622",,,,
"2480","2480","Rt 2 Westbound Pedestrian Bridge",,"42.39912","-71.146202",,,,
"2482","2482","West Service Rd @ Lake St",,"42.402809","-71.15567",,,,
"2483","2483","Wachusett Ave @ Hillside Ave",,"42.414883","-71.182884",,,,
"2484","2484","Wachusett Ave @ Prospect Ave",,"42.416237","-71.184036",,,,
"2485","2485","Wachusett Ave @ Florence Ave",,"42.418015","-71.185486",,,,
"2486","2486","Wachusett Ave @ Appleton St",,"42.420017","-71.186531",,,,
"2487","2487","Appleton St @ Ely Rd",,"42.420017","-71.189072",,,,
"2488","2488","Appleton St @ Wollaston Ave",,"42.418896","-71.191872",,,,
"2489","2489","Appleton St @ Ortona St",,"42.419411","-71.193001",,,,
"249","249","B St @ Silver St",,"42.340515","-71.054337",,,,
"2490","2490","Appleton St @ Udine St",,"42.419262","-71.195564",,,,
"2491","2491","Appleton St @ Lublin St",,"42.417919","-71.198265",,,,
"2493","2493","Service Road West @ Watertown St",,"42.418686","-71.20488",,,,
"2494","2494","East Service Rd @ Golden Ave",,"42.416275","-71.199097",,,,
"24940","24940","149 Lynnfield St",,"42.516705","-70.959084",,,,
"2495","2495","East Service Rd @ Standish Rd",,"42.415184","-71.195305",,,,
"25","25","E Broadway @ L St",,"42.335567","-71.035538",,,,
"250","250","B St @ W 5th St",,"42.339577","-71.055481",,,,
"25051","25051","Captains Row @ Commandants Way",,"42.39183","-71.047394",,,,
"25059","25059","Highland Ave @ Molyneaux Circle",,"42.441963","-71.09317",,,,
"2507","2507","Summer St @ School St",,"42.384201","-71.100334",,,,
"2508","2508","Summer St @ Vinal Ave",,"42.382259","-71.098473",,,,
"25089","25089","Albany St @ Boston Medical Ctr",,"42.334408","-71.072311",,,,
"251","251","B St @ W 6th St",,"42.338955","-71.056198",,,,
"2510","2510","Somerville Ave @ Union Square",,"42.379997","-71.096695",,,,
"2511","2511","Webster Ave @ Washington St",,"42.378937","-71.096245",,,,
"2512","2512","25 Webster Ave @ Newton St",,"42.377937","-71.095955",,,,
"2513","2513","Webster Ave @ Norfolk St",,"42.375179","-71.095093",,,,
"2514","2514","Webster Ave @ Cambridge St",,"42.372982","-71.094521",,,,
"2515","2515","Windsor St @ Lincoln St",,"42.371052","-71.093979",,,,
"2516","2516","Windsor St @ Hampshire St",,"42.368851","-71.09481",,,,
"2517","2517","Hampshire St @ Clark St",,"42.367332","-71.093178",,,,
"2518","2518","Hampshire St @ Portland St",,"42.366142","-71.091743",,,,
"2519","2519","Avon St @ Central St",,"42.386467","-71.104568",,,,
"252","252","W 7th  St @ C St",,"42.337231","-71.055504",,,,
"2520","2520","Avon St @ School St",,"42.384899","-71.100189",,,,
"25202","25202","Preble St @ Vinton St",,"42.329338","-71.053032",,,,
"25203","25203","Old Colony Ave opp Gavin Way",,"42.326725","-71.0522",,,,
